,sample,dynamic_UQ,dynamic_cov,dynamic_cdspct,dynamic_min,dynamic_max,read_pct_analysis_dynamic,UQ_dedup_old,cov_dedup,cov_deu_group,UQ_dedup_new,UQ_dedup_old_class,UQ_dedup_new_class,CDS_network_PCT_L23-36,cancer.CDS_alignment,CDS_network_PCT_old.L28.36.,study_id,cellline,type,digestion
116,GSM1691202,138.25,2.534004006,0.895389,27,32,0.851483168,143,2.96217051,above_2,158,"""100-500""","""100-500""",0.985409013,0.884268,0.893037415,GSE69047,MM1.S,myeloma,RNAse I
59,GSM1371475,139,2.108199803,0.924548,26,30,0.887776237,93,2.345093446,above_2,151,"""50-99""","""100-500""",0.988620123,0.922313,0.60548081,GSE56924,U2OS,Osteosarcoma,RNAse I
69,GSM1371485,139,2.010618745,0.925286,26,29,0.852891865,89,2.340889056,above_2,157,"""50-99""","""100-500""",0.993062936,0.922212,0.56501257,GSE56924,U2OS,Osteosarcoma,RNAse I
72,GSM1371488,139,2.016748794,0.929348,26,29,0.850022004,96,2.364123289,above_2,157,"""50-99""","""100-500""",0.99207259,0.925956,0.608069507,GSE56924,U2OS,Osteosarcoma,RNAse I
298,GSM2475997,139,2.102356795,0.938834,23,29,0.856067529,50,2.374545461,above_2,139,"""50-99""","""100-500""",0.88906895,0.934961,0.329159258,GSE94454,huh7,liver_cancer,RNAse I
593,GSM3720428,139,1.780959882,0.899231,25,29,0.883247322,82,2.013367385,above_2,154,"""50-99""","""100-500""",0.990730008,0.890124,0.513831696,GSE129702,A2780,ovarian_carcinoma,ARTseq Nuclease
665,GSM4240639,139,2.212007651,0.887679,28,31,0.850106426,149,2.601269546,above_2,158,"""100-500""","""100-500""",0.997438495,0.882835,0.930234919,GSE142822,108T,melanoma,RNAse I
867,GSM5310250,139,1.815199021,0.806908,20,35,0.856982194,80,2.126644683,above_2,126,"""50-99""","""100-500""",0.809732021,0.802368,0.558495724,GSE174419,hepG2,liver_cancer,Mnase
520,GSM3452611,140,2.145618337,0.946252,26,29,0.873001922,93,2.443645538,above_2,152,"""50-99""","""100-500""",0.986236191,0.940233,0.600887004,GSE121981,huh7,liver_cancer,RNAse I
623,GSM4114802,140,2.16520398,0.936777,27,31,0.853245821,127,2.535111412,above_2,158,"""100-500""","""100-500""",0.996567407,0.933182,0.799507919,GSE138643,calu-6,lung_cancer,RNAse I
649,GSM4192440,140,2.008979295,0.877057,20,29,0.885954777,56,2.219226643,above_2,129,"""50-99""","""100-500""",0.841816505,0.870201,0.358988848,GSE141013,U343,glioma,TruSeqRibo
34,GSM1371450,141,2.126277193,0.888679,26,30,0.878159155,107,2.397975049,above_2,155,"""100-500""","""100-500""",0.987891535,0.884851,0.680370686,GSE56924,U2OS,Osteosarcoma,RNAse I
37,GSM1371453,141,2.118432001,0.891361,26,30,0.876026976,108,2.393415477,above_2,154,"""100-500""","""100-500""",0.986256095,0.886974,0.685313802,GSE56924,U2OS,Osteosarcoma,RNAse I
56,GSM1371472,141,2.077510225,0.922149,25,29,0.887265168,84,2.322429132,above_2,151,"""50-99""","""100-500""",0.98150693,0.919323,0.548598337,GSE56924,U2OS,Osteosarcoma,RNAse I
751,GSM4475943,142,2.38426149,0.889202,24,31,0.879430266,90,2.645722005,above_2,148,"""50-99""","""100-500""",0.936439796,0.886506,0.566750275,GSE148636,A375,melanoma,RNAse I
61,GSM1371477,143,2.128552623,0.932185,25,29,0.876066426,89,2.411917974,above_2,156,"""50-99""","""100-500""",0.980893275,0.928385,0.559867305,GSE56924,U2OS,Osteosarcoma,RNAse I
68,GSM1371484,144,2.128730526,0.935823,25,29,0.89421708,83,2.364516466,above_2,155,"""50-99""","""100-500""",0.985527096,0.933408,0.531548466,GSE56924,U2OS,Osteosarcoma,RNAse I
103,GSM1553253,144,2.621212482,0.621258,22,40,0.877976684,74,2.838795839,above_2,107,"""50-99""","""100-500""",0.646912644,0.621888,0.476082543,GSE63591,HELA,Cervix_cancer,Unknown
199,GSM1712847,144,2.42496395,0.904448,26,30,0.872990054,126,2.792389537,above_2,159,"""100-500""","""100-500""",0.996449945,0.89845,0.771267355,GSE69923,MCF7,breast_cancer,RNAse I
300,GSM2475999,144,1.993925724,0.946254,25,28,0.894119386,45,2.219297549,above_2,154,"""10-49""","""100-500""",0.984766754,0.940478,0.308947503,GSE94454,huh7,liver_cancer,RNAse I
542,GSM3566412,144,1.83050369,0.845748,24,29,0.890591956,45,2.026301696,above_2,149,"""10-49""","""100-500""",0.950651901,0.838118,0.29388968,GSE125218,K562,Leukemia,RNAse I
537,GSM3566407,145,2.209250032,0.899232,25,32,0.859072593,123,2.510015319,above_2,159,"""100-500""","""100-500""",0.961060297,0.89308,0.751444167,GSE125218,HELA,Cervix_cancer,RNAse I
429,GSM3098459,146,1.831498063,0.923495,25,29,0.896313146,81,2.03235748,above_2,158,"""50-99""","""100-500""",0.993856505,0.918956,0.502672587,GSE113171,HELA,Cervix_cancer,TruSeqRibo
309,GSM2476008,147,2.030111512,0.951907,25,28,0.899671214,36,2.239156052,above_2,157,"""10-49""","""100-500""",0.984254137,0.947287,0.244645801,GSE94454,huh7,liver_cancer,RNAse I
378,GSM2817682,148,2.269197014,0.916228,22,30,0.875463865,79,2.521460523,above_2,146,"""50-99""","""100-500""",0.894540892,0.90618,0.47759574,GSE105082,HELA,Cervix_cancer,RNAse I
33,GSM1371449,149.25,2.241469923,0.90061,26,30,0.871139222,104,2.537999782,above_2,164,"""100-500""","""100-500""",0.984303771,0.89707,0.623629373,GSE56924,U2OS,Osteosarcoma,RNAse I
694,GSM4240668,149.25,2.336180359,0.86166,25,30,0.86909956,109,2.63904683,above_2,159,"""100-500""","""100-500""",0.958228588,0.859199,0.656477795,GSE142822,MD55A3,melanoma,RNAse I
121,GSM1691207,150,2.622386542,0.900623,27,32,0.854174077,149,3.044055239,above_2,170,"""100-500""","""100-500""",0.987717572,0.890151,0.859340719,GSE69047,MM1.S,myeloma,RNAse I
434,GSM3098464,150,1.817481408,0.916433,25,28,0.852638957,61,2.130282631,above_2,170,"""50-99""","""100-500""",0.994309102,0.910643,0.365525372,GSE113171,HELA,Cervix_cancer,TruSeqRibo
205,GSM1717892,151,2.498029924,0.892295,29,40,0.863589516,105,2.761867189,above_2,115,"""100-500""","""100-500""",0.6578076,0.874722,0.611214473,GSE63591,HELA,Cervix_cancer,Unknown
74,GSM1371490,152,2.243063351,0.922234,25,29,0.891728922,95,2.512038522,above_2,167,"""50-99""","""100-500""",0.991418608,0.919455,0.565112986,GSE56924,U2OS,Osteosarcoma,RNAse I
70,GSM1371486,153,2.208217635,0.930007,26,29,0.857147366,95,2.555769438,above_2,171,"""50-99""","""100-500""",0.991190248,0.926897,0.551814906,GSE56924,U2OS,Osteosarcoma,RNAse I
285,GSM2424856,153,2.718755099,0.611524,21,40,0.87572165,73,2.945944426,above_2,111,"""50-99""","""100-500""",0.643585504,0.613734,0.458208917,GSE86214,HELA,Cervix_cancer,TruSeqRibo
299,GSM2475998,153,2.229080916,0.940106,25,29,0.877392438,58.25,2.492587288,above_2,162,"""50-99""","""100-500""",0.964772845,0.935499,0.36576662,GSE94454,huh7,liver_cancer,RNAse I
321,GSM2537144,153,3.070326492,0.900503,28,33,0.909613834,160,3.373199117,above_2,165,"""100-500""","""100-500""",0.999323958,0.897781,0.966029249,GSE96643,MCF7,breast_cancer,RNAse I
432,GSM3098462,153,1.822700298,0.915236,24,28,0.891301369,69,2.055912974,above_2,167,"""50-99""","""100-500""",0.991283967,0.908595,0.409749228,GSE113171,HELA,Cervix_cancer,TruSeqRibo
319,GSM2476018,154,2.330967385,0.934303,26,29,0.909225339,104,2.564538216,above_2,165,"""100-500""","""100-500""",0.998129826,0.928984,0.621646886,GSE94454,huh7,liver_cancer,RNAse I
546,GSM3566419,154,2.366674196,0.796261,25,33,0.85602603,142,2.692112491,above_2,166.25,"""100-500""","""100-500""",0.951729297,0.783497,0.821337996,GSE125218,HELA,Cervix_cancer,RNAse I
344,GSM2714725,154.25,2.055351883,0.889204,20,40,0.806240983,74,2.377041873,above_2,128,"""50-99""","""100-500""",0.74724703,0.88523,0.448998458,GSE101760,A549,lung_cancer,TruSeqRibo
375,GSM2817679,155,2.261959441,0.916533,24,29,0.875440704,86,2.572559944,above_2,168,"""50-99""","""100-500""",0.977533339,0.909563,0.497597887,GSE105082,HELA,Cervix_cancer,RNAse I
457,GSM3118937,155,2.371182663,0.896761,23,36,0.861759573,103,2.704762198,above_2,155,"""100-500""","""100-500""",0.876669551,0.892836,0.621517985,GSE113751,HELA,Cervix_cancer,Mnase
17,GSM1197621,156,2.468202421,0.888141,28,40,0.865542241,92,2.716000097,above_2,106,"""50-99""","""100-500""",0.574995973,0.866117,0.516575912,GSE49339,HELA,Cervix_cancer,Mnase
316,GSM2476015,157,2.419069569,0.940512,26,29,0.879877181,108,2.743782188,above_2,172,"""100-500""","""100-500""",0.995795975,0.935656,0.613053069,GSE94454,huh7,liver_cancer,RNAse I
14,GSM1197618,158,2.502368277,0.900425,29,40,0.869831202,98,2.749573347,above_2,110,"""50-99""","""100-500""",0.595261747,0.877402,0.549668117,GSE49339,HELA,Cervix_cancer,Mnase
30,GSM1371446,158,2.34541096,0.896155,26,30,0.881002902,109,2.632115503,above_2,172,"""100-500""","""100-500""",0.986702231,0.89285,0.625430345,GSE56924,U2OS,Osteosarcoma,RNAse I
674,GSM4240648,158,2.49320989,0.895777,27,31,0.909407875,145,2.723046448,above_2,167,"""100-500""","""100-500""",0.988940481,0.892562,0.847056675,GSE142822,12T,melanoma,RNAse I
47,GSM1371463,159,2.387432769,0.900858,26,30,0.902836026,120,2.63555105,above_2,172,"""100-500""","""100-500""",0.993232236,0.897449,0.689896816,GSE56924,U2OS,Osteosarcoma,RNAse I
117,GSM1691203,159,2.860670856,0.894112,27,33,0.884666242,156,3.187439143,above_2,173,"""100-500""","""100-500""",0.981199964,0.888713,0.879837086,GSE69047,MM1.S,myeloma,RNAse I
80,GSM1446866,160,2.890827943,0.930595,26,30,0.894955326,118,3.224391068,above_2,175,"""100-500""","""100-500""",0.99674735,0.927056,0.668174082,GSE59819,U2OS,Osteosarcoma,RNAse I
106,GSM1634443,160,2.891003052,0.930593,26,30,0.894955231,118,3.224587196,above_2,175,"""100-500""","""100-500""",0.996749761,0.927055,0.668152509,GSE66929,U2OS,Osteosarcoma,RNAse I
440,GSM3098494,160,1.88776054,0.917541,25,28,0.866639898,52,2.168697916,above_2,178,"""50-99""","""100-500""",0.991827344,0.912376,0.304758969,GSE113171,HELA,Cervix_cancer,TruSeqRibo
601,GSM3721667,160,2.310860074,0.593802,24,29,0.876680594,48,2.64011086,above_2,178,"""10-49""","""100-500""",0.985814791,0.592689,0.302905966,GSE129757,LN-308,glioma,RNAse I
643,GSM4192434,160,2.193653774,0.883359,23,30,0.856062439,72,2.533961403,above_2,167,"""50-99""","""100-500""",0.924125868,0.873336,0.428285331,GSE141013,U343,glioma,TruSeqRibo
666,GSM4240640,160,2.442798447,0.848354,27,31,0.891661535,147,2.731833242,above_2,176,"""100-500""","""100-500""",0.996834735,0.844304,0.830689841,GSE142822,108T,melanoma,RNAse I
48,GSM1371464,161,2.450938856,0.898297,26,30,0.881238143,121,2.764359053,above_2,177,"""100-500""","""100-500""",0.98902863,0.89421,0.678608231,GSE56924,U2OS,Osteosarcoma,RNAse I
217,GSM1898018,161,2.652971976,0.89858,20,32,0.865052465,109,2.93177832,above_2,148,"""100-500""","""100-500""",0.845696588,0.894321,0.623911371,GSE73565,HELA,Cervix_cancer,RNAse I
311,GSM2476010,161,2.172065204,0.950395,25,28,0.895289772,42,2.406871279,above_2,170,"""10-49""","""100-500""",0.981779061,0.945735,0.25902872,GSE94454,huh7,liver_cancer,RNAse I
382,GSM2817686,161,2.381706897,0.922568,24,30,0.858509958,90,2.718215354,above_2,170.25,"""50-99""","""100-500""",0.939052865,0.918071,0.487361364,GSE105082,HELA,Cervix_cancer,RNAse I
125,GSM1704506,162,3.10348965,0.907481,29,37,0.876203627,156,3.449935118,above_2,160,"""100-500""","""100-500""",0.890590929,0.904706,0.858597311,GSE69602,huh7,liver_cancer,Mnase
329,GSM2552192,163,2.735322868,0.889752,27,32,0.863299614,165,3.125232665,above_2,182,"""100-500""","""100-500""",0.990574687,0.884491,0.890449266,GSE97140,HAP1,Leukemia,RNAse I
13,GSM1197617,164,2.86181144,0.625481,22,40,0.853479742,83,3.160313842,above_2,128,"""50-99""","""100-500""",0.664909022,0.625451,0.471249641,GSE49339,HELA,Cervix_cancer,Mnase
31,GSM1371447,164,2.402153901,0.893069,26,30,0.896982576,118,2.657532886,above_2,177,"""100-500""","""100-500""",0.991276884,0.889866,0.657899492,GSE56924,U2OS,Osteosarcoma,RNAse I
251,GSM2204391,164,2.683333516,0.878711,25,31,0.861204473,115,3.069350135,above_2,178,"""100-500""","""100-500""",0.964289078,0.873275,0.628798579,GSE83493,HELA,Cervix_cancer,RNAse I
43,GSM1371459,166,2.470575277,0.899993,26,30,0.911790326,118,2.698809071,above_2,177,"""100-500""","""100-500""",0.993737483,0.896776,0.665498486,GSE56924,U2OS,Osteosarcoma,RNAse I
118,GSM1691204,166,2.996140298,0.897225,27,33,0.891805922,165,3.344811785,above_2,183,"""100-500""","""100-500""",0.994374154,0.889323,0.893999537,GSE69047,MM1.S,myeloma,RNAse I
16,GSM1197620,168,2.77151264,0.632017,21,40,0.859788795,79,3.041032193,above_2,125,"""50-99""","""100-500""",0.65331635,0.631651,0.452637921,GSE49339,HELA,Cervix_cancer,Mnase
71,GSM1371487,168,2.440089496,0.923307,26,30,0.895781505,107,2.693416559,above_2,181,"""100-500""","""100-500""",0.989962194,0.921003,0.584678566,GSE56924,U2OS,Osteosarcoma,RNAse I
301,GSM2476000,169,2.412746484,0.952161,26,29,0.877432205,84,2.716568412,above_2,184,"""50-99""","""100-500""",0.990624319,0.947501,0.459266567,GSE94454,huh7,liver_cancer,RNAse I
577,GSM3671370,169,2.706134348,0.914771,21,30,0.868962403,68,3.039134361,above_2,162,"""50-99""","""100-500""",0.868474079,0.911844,0.388233894,GSE128320,huh7,liver_cancer,RNAse I
656,GSM4240630,169,2.779548845,0.888615,26,32,0.886887385,155,3.083757885,above_2,182,"""100-500""","""100-500""",0.976962562,0.884844,0.825467393,GSE142822,12T,melanoma,RNAse I
46,GSM1371462,170,2.545940733,0.893912,26,30,0.891309376,126,2.842728707,above_2,185,"""100-500""","""100-500""",0.991624094,0.889919,0.677497759,GSE56924,U2OS,Osteosarcoma,RNAse I
521,GSM3452612,170,2.502493499,0.949486,26,29,0.870854937,117,2.856258417,above_2,186,"""100-500""","""100-500""",0.98398112,0.94274,0.618798688,GSE121981,huh7,liver_cancer,RNAse I
75,GSM1403307,171,2.155106487,0.843002,22,29,0.879802306,95,2.415969879,above_2,170,"""50-99""","""100-500""",0.9070676,0.834161,0.492170724,GSE58207,HCT116,colon_cancer,ARTseq Nuclease
524,GSM3452615,171.25,2.541730814,0.952839,26,29,0.866734656,101,2.904071593,above_2,186,"""100-500""","""100-500""",0.978618272,0.946896,0.544503815,GSE121981,huh7,liver_cancer,RNAse I
44,GSM1371460,174,2.588074683,0.900704,26,30,0.900647236,125,2.857426412,above_2,188,"""100-500""","""100-500""",0.992908527,0.897613,0.65539895,GSE56924,U2OS,Osteosarcoma,RNAse I
200,GSM1712848,175,2.966733472,0.895283,27,32,0.894440583,163,3.290173091,above_2,190,"""100-500""","""100-500""",0.996567915,0.892864,0.844321006,GSE69923,T47D,breast_cancer,RNAse I
15,GSM1197619,176,2.943040566,0.638302,22,40,0.86061487,89,3.229886683,above_2,134,"""50-99""","""100-500""",0.653777691,0.638344,0.471735038,GSE49339,HELA,Cervix_cancer,Mnase
553,GSM3582926,177,2.810969093,0.890984,25,30,0.859848441,106,3.246702488,above_2,202,"""100-500""","""100-500""",0.996865191,0.886194,0.542651637,GSE125835,WM902B,melanoma,RNAse I
619,GSM3944620,177,2.517463558,0.91814,26,30,0.87905446,151,2.862199622,above_2,193,"""100-500""","""100-500""",0.98962744,0.910354,0.757299118,GSE134380,HELA,Cervix_cancer,RNAse I
219,GSM1898020,178,2.900324328,0.89843,22,32,0.864470744,130,3.22350506,above_2,175,"""100-500""","""100-500""",0.892298357,0.893282,0.665822843,GSE73565,HELA,Cervix_cancer,RNAse I
249,GSM2204389,178,2.850650215,0.881784,25,31,0.866885147,120,3.232050211,above_2,192,"""100-500""","""100-500""",0.962996821,0.878065,0.607516696,GSE83493,HELA,Cervix_cancer,RNAse I
677,GSM4240651,178,2.782989447,0.894422,27,31,0.890588729,156,3.095090056,above_2,192,"""100-500""","""100-500""",0.987741022,0.891639,0.796453805,GSE142822,12T,melanoma,RNAse I
508,GSM3434468,179,2.211191597,0.924307,21,28,0.873997139,30,2.46571695,above_2,174,"""10-49""","""100-500""",0.877836313,0.919372,0.16438097,GSE121391,U2OS,Osteosarcoma,Unknown
119,GSM1691205,180,3.268827949,0.89112,27,33,0.868991603,177,3.711137667,above_2,199,"""100-500""","""100-500""",0.983177244,0.884056,0.872245777,GSE69047,MM1.S,myeloma,RNAse I
673,GSM4240647,182,2.789624843,0.889084,27,31,0.912078561,162,3.045094504,above_2,194,"""100-500""","""100-500""",0.997579707,0.886458,0.825349334,GSE142822,12T,melanoma,RNAse I
252,GSM2204392,183,2.946858439,0.879097,25,31,0.858128581,128,3.381092471,above_2,199,"""100-500""","""100-500""",0.96317016,0.873769,0.626417397,GSE83493,HELA,Cervix_cancer,RNAse I
683,GSM4240657,183,2.873417244,0.857451,26,30,0.8726853,150,3.285494094,above_2,199,"""100-500""","""100-500""",0.986043234,0.851449,0.736450107,GSE142822,12T,melanoma,RNAse I
784,GSM4670763,184,2.917906866,0.92162,25,30,0.872724942,137,3.271038538,above_2,194,"""100-500""","""100-500""",0.954023167,0.91498,0.655130397,GSE149973,calu-3,lung_cancer,RNAse I
81,GSM1446867,185,3.115119178,0.916273,26,30,0.852792235,154,3.671513508,above_2,213,"""100-500""","""100-500""",0.997247855,0.909635,0.71970589,GSE59819,U2OS,Osteosarcoma,RNAse I
107,GSM1634444,185,3.115369325,0.916267,26,30,0.852787669,154,3.671817882,above_2,213,"""100-500""","""100-500""",0.997247281,0.909631,0.719666796,GSE66929,U2OS,Osteosarcoma,RNAse I
238,GSM2097523,185,3.276747346,0.847779,20,40,0.843207045,75,3.626115046,above_2,121,"""50-99""","""100-500""",0.57810258,0.831826,0.397347229,GSE79539,A549,lung_cancer,RNAse I
523,GSM3452614,186,2.676002977,0.947903,26,30,0.909165433,134,2.906759495,above_2,195,"""100-500""","""100-500""",0.979506099,0.943485,0.664163265,GSE121981,huh7,liver_cancer,RNAse I
38,GSM1371454,188,2.722484079,0.885912,26,30,0.871100871,147,3.095146454,above_2,207,"""100-500""","""100-500""",0.986384468,0.881244,0.694381335,GSE56924,U2OS,Osteosarcoma,RNAse I
236,GSM1922004,188,3.397007403,0.774546,28,34,0.894783481,192,3.755023208,above_2,208,"""100-500""","""100-500""",0.994888674,0.770652,0.929093644,GSE74512,SUM159,breast_cancer,RNAse I
108,GSM1634445,189,3.202255351,0.928792,26,30,0.91682522,149,3.505896462,above_2,204,"""100-500""","""100-500""",0.998527746,0.924515,0.722309703,GSE66929,U2OS,Osteosarcoma,RNAse I
49,GSM1371465,191,2.805248661,0.895033,26,30,0.883363876,139,3.151591562,above_2,209,"""100-500""","""100-500""",0.990692005,0.891474,0.661452025,GSE56924,U2OS,Osteosarcoma,RNAse I
235,GSM1922003,192,3.46963415,0.776842,28,34,0.902731131,194,3.794241377,above_2,211,"""100-500""","""100-500""",0.994693543,0.771868,0.925539836,GSE74512,SUM159,breast_cancer,RNAse I
642,GSM4192433,194,2.656648097,0.891857,25,31,0.852576481,147,3.048822622,above_2,209,"""100-500""","""100-500""",0.949677228,0.88688,0.658160098,GSE141013,U343,glioma,TruSeqRibo
527,GSM3452618,195,2.775302239,0.946003,26,29,0.862423324,139,3.20322487,above_2,214,"""100-500""","""100-500""",0.984071323,0.938452,0.637461277,GSE121981,huh7,liver_cancer,RNAse I
671,GSM4240645,196,3.075390251,0.882666,27,31,0.864016341,191,3.554167239,above_2,220,"""100-500""","""100-500""",0.99287874,0.877858,0.854960039,GSE142822,MD55A3,melanoma,RNAse I
678,GSM4240652,196,3.058141342,0.89587,27,31,0.892289876,173,3.395329096,above_2,212,"""100-500""","""100-500""",0.98848645,0.892975,0.804397603,GSE142822,12T,melanoma,RNAse I
109,GSM1634446,197,3.343821931,0.928459,26,30,0.915772817,157,3.665203683,above_2,213,"""100-500""","""100-500""",0.998510291,0.924152,0.721683965,GSE66929,U2OS,Osteosarcoma,RNAse I
317,GSM2476016,197,2.884413261,0.942657,26,29,0.889311023,118,3.232774013,above_2,214,"""100-500""","""100-500""",0.995944811,0.937467,0.552687703,GSE94454,huh7,liver_cancer,RNAse I
783,GSM4670762,197,3.325521271,0.931461,25,31,0.86919607,151,3.727716883,above_2,208,"""100-500""","""100-500""",0.950532051,0.926094,0.682946846,GSE149973,calu-3,lung_cancer,RNAse I
356,GSM2724036,199,3.877161446,0.905215,25,36,0.859134155,172,4.41482879,above_2,211,"""100-500""","""100-500""",0.922966588,0.89842,0.768718968,GSE102113,HELA,Cervix_cancer,RNAse I
42,GSM1371458,199.25,2.870102043,0.901842,26,30,0.906943907,140.25,3.145947179,above_2,214,"""100-500""","""100-500""",0.991196587,0.898614,0.648080441,GSE56924,U2OS,Osteosarcoma,RNAse I
428,GSM3098458,203,2.41122405,0.929284,25,28,0.854018474,84,2.812605957,above_2,229,"""50-99""","""100-500""",0.992984082,0.925363,0.370733422,GSE113171,HELA,Cervix_cancer,TruSeqRibo
240,GSM2186918,204,3.488873678,0.855803,24,34,0.853813565,164,4.017537675,above_2,218,"""100-500""","""100-500""",0.931768279,0.846446,0.723939462,GSE82232,A549,lung_cancer,RNAse I
371,GSM2788002,204.25,3.479514763,0.901746,28,33,0.893804176,209.25,3.845381111,above_2,224,"""100-500""","""100-500""",0.995955987,0.897241,0.92503259,GSE104033,HAP1,Leukemia,RNAse I
346,GSM2714727,206,2.779012787,0.888646,20,40,0.816983729,101,3.184066445,above_2,176,"""100-500""","""100-500""",0.765923952,0.885062,0.441848121,GSE101760,A549,lung_cancer,TruSeqRibo
554,GSM3582927,206,3.193241808,0.889588,24,30,0.917847804,118,3.51658421,above_2,221,"""100-500""","""100-500""",0.996895019,0.881297,0.563143841,GSE125835,WM902B,melanoma,RNAse I
359,GSM2724039,207,3.953197221,0.899045,24,36,0.872289042,164,4.455623947,above_2,214,"""100-500""","""100-500""",0.91331422,0.89404,0.712788345,GSE102113,HELA,Cervix_cancer,RNAse I
314,GSM2476013,212,2.87646895,0.946125,26,29,0.860938823,89,3.287892071,above_2,231,"""50-99""","""100-500""",0.978102941,0.940905,0.391894529,GSE94454,huh7,liver_cancer,RNAse I
592,GSM3720427,213,2.561616222,0.905212,26,29,0.875172338,130,2.9235478,above_2,239,"""100-500""","""100-500""",0.995742254,0.897664,0.535384888,GSE129702,A2780,ovarian_carcinoma,ARTseq Nuclease
645,GSM4192436,214,2.864071322,0.877224,22,30,0.877717911,125,3.214401911,above_2,211,"""100-500""","""100-500""",0.897029515,0.871819,0.526931892,GSE141013,U343,glioma,TruSeqRibo
380,GSM2817684,217,3.408804727,0.90815,20,40,0.789162354,120,3.9859356,above_2,182,"""100-500""","""100-500""",0.748613614,0.894568,0.515342911,GSE105082,HELA,Cervix_cancer,RNAse I
318,GSM2476017,219.25,3.136675551,0.937489,26,29,0.898799024,141,3.48807457,above_2,237,"""100-500""","""100-500""",0.998394088,0.93213,0.5881481,GSE94454,huh7,liver_cancer,RNAse I
218,GSM1898019,220,3.459247238,0.906226,22,32,0.881090056,156,3.799169183,above_2,216,"""100-500""","""100-500""",0.897101498,0.90248,0.646790175,GSE73565,HELA,Cervix_cancer,RNAse I
589,GSM3718427,220,4.126148284,0.948378,31,36,0.856896696,234,4.819329205,above_2,234,"""100-500""","""100-500""",0.919849822,0.946096,0.918973472,GSE129654,A549,lung_cancer,RNAse I
312,GSM2476011,221,2.975356246,0.943403,26,29,0.874092483,105,3.355620593,above_2,238,"""100-500""","""100-500""",0.977600981,0.937783,0.447407401,GSE94454,huh7,liver_cancer,RNAse I
302,GSM2476001,222,2.910489813,0.944192,26,29,0.881755121,105,3.258751624,above_2,237,"""100-500""","""100-500""",0.975984483,0.9383,0.450522193,GSE94454,huh7,liver_cancer,RNAse I
305,GSM2476004,227,3.069546322,0.9456,26,29,0.912286549,121,3.351735977,above_2,240,"""100-500""","""100-500""",0.992638977,0.9398,0.515198962,GSE94454,huh7,liver_cancer,RNAse I
511,GSM3434471,227,4.603666215,0.647674,30,40,0.900850834,159,4.994977,above_2,166,"""100-500""","""100-500""",0.625392923,0.648127,0.603136036,GSE121391,U2OS,Osteosarcoma,Unknown
370,GSM2788001,227.25,3.742982338,0.907091,27,32,0.868254678,233,4.273057282,above_2,257,"""100-500""","""100-500""",0.995422533,0.899337,0.897953107,GSE104033,HAP1,Leukemia,RNAse I
250,GSM2204390,228,3.495918394,0.882994,25,31,0.861875885,154,3.983544074,above_2,246,"""100-500""","""100-500""",0.961233084,0.879191,0.603727054,GSE83493,HELA,Cervix_cancer,RNAse I
376,GSM2817680,228,3.153185347,0.914531,23,29,0.89149224,96,3.49292377,above_2,234,"""50-99""","""100-500""",0.938657585,0.910044,0.385841972,GSE105082,HELA,Cervix_cancer,RNAse I
357,GSM2724037,231,4.40670613,0.901118,24,36,0.863772127,189,4.994916292,above_2,237,"""100-500""","""100-500""",0.905591514,0.893903,0.739607907,GSE102113,HELA,Cervix_cancer,RNAse I
372,GSM2788003,231,3.709975737,0.895705,28,32,0.864417626,240,4.234821326,above_2,259,"""100-500""","""100-500""",0.995820802,0.890089,0.911746292,GSE104033,HAP1,Leukemia,RNAse I
310,GSM2476009,232,3.111802996,0.949503,26,29,0.908806233,123,3.398310193,above_2,246,"""100-500""","""100-500""",0.992754138,0.94508,0.508406058,GSE94454,huh7,liver_cancer,RNAse I
641,GSM4192432,232,3.417535867,0.887907,25,31,0.862931419,182,3.901855562,above_2,249,"""100-500""","""100-500""",0.964127233,0.885015,0.693755819,GSE141013,U251,glioma,TruSeqRibo
648,GSM4192439,234,3.205979783,0.878273,23,30,0.881702612,132,3.563132799,above_2,239,"""100-500""","""100-500""",0.927536058,0.8731,0.504630736,GSE141013,U343,glioma,TruSeqRibo
697,GSM4240671,234,3.361591023,0.872571,25,30,0.863910774,172,3.813505611,above_2,249,"""100-500""","""100-500""",0.95504938,0.87002,0.651786742,GSE142822,MD55A3,melanoma,RNAse I
624,GSM4114803,235.25,3.560959282,0.907849,27,31,0.865471731,219,4.108037686,above_2,260.25,"""100-500""","""100-500""",0.996532992,0.904458,0.817039061,GSE138643,calu-6,lung_cancer,RNAse I
852,GSM5066050,236,3.027602494,0.913352,26,34,0.862196182,219,3.418431389,above_2,254.25,"""100-500""","""100-500""",0.955115669,0.899595,0.827023906,GSE166214,SH-SY5Y,neuroblastoma,RNAse I
575,GSM3637571,237,4.684080893,0.917004,20,36,0.889483419,164,5.126042684,above_5,204,"""100-500""","""100-500""",0.822361197,0.905623,0.683409795,GSE127713,huh7,liver_cancer,RNAse I
193,GSM1712838,239,3.744417247,0.879641,27,31,0.857549988,213,4.341013029,above_2,270,"""100-500""","""100-500""",0.995745178,0.875145,0.780545859,GSE69921,SUM159,breast_cancer,RNAse I
379,GSM2817683,239,3.469104692,0.914578,22,30,0.870259023,133,3.875637883,above_2,238,"""100-500""","""100-500""",0.89564627,0.90801,0.492097353,GSE105082,HELA,Cervix_cancer,RNAse I
