,sample,dynamic_UQ,dynamic_cov,dynamic_cdspct,dynamic_min,dynamic_max,read_pct_analysis_dynamic,UQ_dedup_old,cov_dedup,cov_deu_group,UQ_dedup_new,UQ_dedup_old_class,UQ_dedup_new_class,CDS_network_PCT_L23-36,cancer.CDS_alignment,CDS_network_PCT_old.L28.36.,study_id,cellline,type,digestion
135,GSM1704516,36,0.933059318,0.921507,29,35,0.870101812,37,1.047402548,above_1,38,"""10-49""","""10-49""",0.969129013,0.919419,0.938697132,GSE69602,huh7,liver_cancer,Mnase
361,GSM2734577,36,0.632747529,0.853428,25,31,0.861534037,28,0.708486452,above_0.5,37,"""10-49""","""10-49""",0.93487595,0.846755,0.685716154,GSE102315,HELA,Cervix_cancer,RNAse I
583,GSM3704305,37,0.65664777,0.903293,24,29,0.880430457,14,0.730966172,above_0.5,39,"""10-49""","""10-49""",0.943834698,0.898116,0.345121972,GSE129305,HELA,Cervix_cancer,RNAse I
809,GSM4751861,37,0.787766641,0.792369,24,34,0.874916766,34,0.884558937,above_0.5,40,"""10-49""","""10-49""",0.95504006,0.790197,0.828595685,GSE157063,HCT116,colon_cancer,RNAse I
171,GSM1704576,38,0.838996902,0.916581,28,35,0.861512741,38,0.951877574,above_0.5,41,"""10-49""","""10-49""",0.968128386,0.910829,0.900845294,GSE69602,huh7,liver_cancer,Mnase
606,GSM3944607,38.25,0.674552608,0.881739,25,30,0.879607516,30,0.75624109,above_0.5,41,"""10-49""","""10-49""",0.963315438,0.860789,0.694604789,GSE134380,HELA,Cervix_cancer,RNAse I
166,GSM1704547,40,1.040294685,0.892401,28,40,0.882473218,31,1.136113925,above_1,34,"""10-49""","""10-49""",0.735932255,0.887666,0.676293563,GSE69602,huh7,liver_cancer,Mnase
467,GSM3146278,40,0.910830219,0.912873,21,34,0.859097913,28,1.039542194,above_1,39,"""10-49""","""10-49""",0.869659848,0.901514,0.644352721,GSE114636,A549,lung_cancer,RNAse I
629,GSM4148623,40,0.825228224,0.809344,27,33,0.890151831,39,0.921054925,above_0.5,43,"""10-49""","""10-49""",0.98074159,0.802696,0.880842568,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
747,GSM4475937,40,0.845360211,0.883288,27,33,0.854921566,40,0.963991461,above_0.5,44,"""10-49""","""10-49""",0.966141609,0.87684,0.881299749,GSE148636,NCI-H1650,lung_cancer,RNAse I
127,GSM1704508,41,0.920993593,0.868203,29,37,0.859702618,40,1.037202399,above_1,41,"""10-49""","""10-49""",0.890090044,0.858787,0.85906093,GSE69602,huh7,liver_cancer,Mnase
354,GSM2724034,41,0.709155551,0.588117,21,34,0.878349502,16,0.805393832,above_0.5,37,"""10-49""","""10-49""",0.829178634,0.583788,0.417769829,GSE102113,HELA,Cervix_cancer,RNAse I
765,GSM4483524,41,0.579423011,0.935442,22,28,0.855441075,5,0.656979376,above_0.5,40,below 10,"""10-49""",0.865255698,0.922009,0.123215969,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
800,GSM4711319,41,0.59598974,0.947604,26,29,0.8633344,12,0.67912541,above_0.5,44,"""10-49""","""10-49""",0.964206402,0.93833,0.279552946,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
353,GSM2724033,42,0.702006185,0.574537,21,32,0.852582479,16,0.842347125,above_0.5,38,"""10-49""","""10-49""",0.823897838,0.570349,0.391817937,GSE102113,HELA,Cervix_cancer,RNAse I
533,GSM3562585,42,0.812778776,0.863047,20,40,0.837860813,22,0.914820019,above_0.5,33,"""10-49""","""10-49""",0.741265312,0.855523,0.511017712,GSE125086,HELA,Cervix_cancer,RNAse I
769,GSM4483533,42,0.581974275,0.924403,24,28,0.869243308,8,0.65704939,above_0.5,44,below 10,"""10-49""",0.940257708,0.910639,0.19177033,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
178,GSM1704583,43,0.963819801,0.914309,29,35,0.856621845,46,1.113697737,above_1,47,"""10-49""","""10-49""",0.960447419,0.907683,0.933866613,GSE69602,huh7,liver_cancer,Mnase
686,GSM4240660,43,0.836093786,0.912688,23,32,0.862128715,32,0.93522008,above_0.5,44,"""10-49""","""10-49""",0.904987065,0.905786,0.674282711,GSE142822,108T,melanoma,RNAse I
746,GSM4475936,43,0.877031497,0.887163,27,34,0.864664303,41,0.979844437,above_0.5,46,"""10-49""","""10-49""",0.960172841,0.881136,0.863655344,GSE148636,NCI-H1650,lung_cancer,RNAse I
882,GSM5511481,43,0.611956759,0.904887,20,28,0.875023031,3,0.68758036,above_0.5,37,below 10,"""10-49""",0.78912228,0.897572,0.085102587,GSE181795,MOLM13,Leukemia,Nuclease
792,GSM4711295,44,0.614361009,0.947107,25,28,0.8821139,6,0.686802509,above_0.5,47,below 10,"""10-49""",0.970629323,0.941599,0.13175643,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
243,GSM2186921,45,1.004362106,0.803844,24,33,0.857292174,32,1.16493656,above_1,50,"""10-49""","""50-99""",0.957500542,0.795638,0.663620339,GSE82232,A549,lung_cancer,RNAse I
343,GSM2676364,45,0.807572819,0.719514,23,32,0.870262115,31,0.909186636,above_0.5,47,"""10-49""","""10-49""",0.935309407,0.712611,0.659769328,GSE100210,hepG2,liver_cancer,Nuclease
476,GSM3168236,45,0.937746282,0.695515,30,36,0.89164195,48,1.047735344,above_1,48,"""10-49""","""10-49""",0.943884031,0.684076,0.939180143,GSE115146,HELA,Cervix_cancer,RNAse I
621,GSM4054750,45,0.756394882,0.854589,27,31,0.899126089,41,0.84049252,above_0.5,48,"""10-49""","""10-49""",0.992591286,0.851059,0.826333136,GSE136664,HCT116,colon_cancer,RNAse I
189,GSM1704594,46,1.051902809,0.913482,29,36,0.87299384,48,1.1864679,above_1,49,"""10-49""","""10-49""",0.95067815,0.906809,0.922788503,GSE69602,huh7,liver_cancer,Mnase
465,GSM3146276,46,1.003363304,0.914036,21,35,0.868655919,31,1.123655648,above_1,44,"""10-49""","""10-49""",0.861336563,0.905596,0.638485572,GSE114636,A549,lung_cancer,RNAse I
528,GSM3466808,46,0.842627477,0.883603,25,30,0.899802588,26,0.927178285,above_0.5,50,"""10-49""","""50-99""",0.986789099,0.877586,0.53550729,GSE122461,hepG2,liver_cancer,RNAse I
535,GSM3562587,46,0.939775698,0.822031,20,31,0.862705179,27,1.042009531,above_1,38,"""10-49""","""10-49""",0.778955487,0.813868,0.564509447,GSE125086,HELA,Cervix_cancer,RNAse I
362,GSM2734578,47,0.787170231,0.860657,25,30,0.879217401,36,0.877616164,above_0.5,50,"""10-49""","""50-99""",0.960549207,0.853785,0.66688049,GSE102315,HELA,Cervix_cancer,RNAse I
477,GSM3168237,47,1.02849427,0.720447,32,37,0.862303031,50,1.176545903,above_1,50,"""50-99""","""50-99""",0.903129602,0.699588,0.900868456,GSE115146,HELA,Cervix_cancer,RNAse I
685,GSM4240659,47,0.925914055,0.914418,26,32,0.850646847,40,1.055751511,above_1,50,"""10-49""","""50-99""",0.940414251,0.9093,0.759530429,GSE142822,108T,melanoma,RNAse I
805,GSM4751857,47,0.943505095,0.831549,25,34,0.870241448,44,1.057954639,above_1,51,"""10-49""","""50-99""",0.957307426,0.827251,0.85269596,GSE157063,HCT116,colon_cancer,RNAse I
879,GSM5511478,47,0.673882706,0.918408,20,28,0.851040461,5,0.793458829,above_0.5,47,below 10,"""10-49""",0.87529018,0.912064,0.141954492,GSE181795,MOLM13,Leukemia,Nuclease
880,GSM5511479,47,0.723277806,0.917241,22,33,0.860168522,9,0.82256913,above_0.5,48,below 10,"""10-49""",0.89876034,0.912591,0.241047263,GSE181795,MOLM13,Leukemia,Nuclease
369,GSM2734585,48,0.800260891,0.867065,25,30,0.888332194,25,0.878677518,above_0.5,50,"""10-49""","""50-99""",0.951648049,0.862435,0.47858147,GSE102315,HELA,Cervix_cancer,RNAse I
599,GSM3721665,48,0.731308719,0.625436,24,30,0.904254261,18,0.809941542,above_0.5,51,"""10-49""","""50-99""",0.988141831,0.623745,0.394307116,GSE129757,LN-308,glioma,RNAse I
669,GSM4240643,48,0.909995793,0.819568,27,31,0.891232132,41,1.014609615,above_1,53,"""10-49""","""50-99""",0.997335975,0.81883,0.770507229,GSE142822,MD55A3,melanoma,RNAse I
132,GSM1704513,49,0.91503342,0.642529,29,36,0.872241033,50,1.030026782,above_1,52,"""50-99""","""50-99""",0.925269772,0.643497,0.899896269,GSE69602,huh7,liver_cancer,Mnase
145,GSM1704526,49,1.162868763,0.914104,29,35,0.894732065,51,1.277587986,above_1,52,"""50-99""","""50-99""",0.974244727,0.912879,0.95287057,GSE69602,huh7,liver_cancer,Mnase
156,GSM1704537,49,1.220578517,0.901828,29,39,0.86430077,39,1.373753756,above_1,42,"""10-49""","""10-49""",0.732250042,0.893071,0.691550405,GSE69602,huh7,liver_cancer,Mnase
206,GSM1717893,49,1.08139163,0.691219,20,40,0.82956044,19,1.20969916,above_1,31,"""10-49""","""10-49""",0.558556119,0.691175,0.375425863,GSE63591,HELA,Cervix_cancer,Unknown
363,GSM2734579,49,0.810091231,0.85336,25,30,0.865431792,38,0.90952297,above_0.5,52,"""10-49""","""50-99""",0.942875423,0.844094,0.674213893,GSE102315,HELA,Cervix_cancer,RNAse I
148,GSM1704529,50,1.247983189,0.893779,27,40,0.873001128,34,1.363111732,above_1,39,"""10-49""","""10-49""",0.683546501,0.885119,0.615935133,GSE69602,huh7,liver_cancer,Mnase
342,GSM2676363,50,0.827758766,0.643701,22,31,0.868810543,25,0.940426781,above_0.5,51,"""10-49""","""50-99""",0.91602614,0.640825,0.493421518,GSE100210,hepG2,liver_cancer,Nuclease
472,GSM3168232,50,0.914918633,0.663067,29,36,0.866427902,51,1.04789862,above_1,52,"""50-99""","""50-99""",0.917568622,0.660805,0.893292479,GSE115146,HELA,Cervix_cancer,RNAse I
464,GSM3146275,51,1.033715032,0.915144,20,34,0.866423104,32,1.164528281,above_1,47,"""10-49""","""10-49""",0.846888275,0.906544,0.611657581,GSE114636,A549,lung_cancer,RNAse I
689,GSM4240663,51,0.852626326,0.844815,24,31,0.865667391,39,0.953757123,above_0.5,53,"""10-49""","""50-99""",0.920500633,0.839417,0.691669674,GSE142822,108T,melanoma,RNAse I
770,GSM4483536,51,0.761987833,0.92787,23,28,0.854178594,11,0.87197954,above_0.5,53,"""10-49""","""50-99""",0.903679358,0.915307,0.203971505,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
806,GSM4751858,51,1.004470472,0.827519,25,35,0.873159779,46,1.110070016,above_1,53,"""10-49""","""50-99""",0.946148193,0.824508,0.834080732,GSE157063,HCT116,colon_cancer,RNAse I
887,GSM869037,51,0.879390112,0.882564,26,30,0.887044987,32,0.977415571,above_0.5,55,"""10-49""","""50-99""",0.979161815,0.873819,0.565994992,GSE96716,PC3,prostate_cancer,RNAse I
110,GSM1634447,52,0.95983901,0.886361,27,30,0.866675312,51,1.119118462,above_1,61.25,"""50-99""","""50-99""",0.998833594,0.880325,0.822007497,GSE66929,U2OS,Osteosarcoma,RNAse I
131,GSM1704512,52,1.247698823,0.913082,28,36,0.887088258,52,1.379687321,above_1,53,"""50-99""","""50-99""",0.937247587,0.910632,0.904334485,GSE69602,huh7,liver_cancer,Mnase
360,GSM2734576,52,0.867804999,0.860731,25,31,0.864685868,43,0.96702298,above_0.5,54,"""10-49""","""50-99""",0.934314205,0.854273,0.725898028,GSE102315,HELA,Cervix_cancer,RNAse I
454,GSM3118934,52,0.957808255,0.861609,25,37,0.853130528,41,1.121786505,above_1,53,"""10-49""","""50-99""",0.840217598,0.856201,0.667415672,GSE113751,HCT116,colon_cancer,Mnase
796,GSM4711307,52,0.684337551,0.95228,23,27,0.879399095,2,0.766891824,above_0.5,55,below 10,"""50-99""",0.930750977,0.942811,0.03839885,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
181,GSM1704586,53,1.210355595,0.912509,31,37,0.871275853,52,1.373379101,above_1,53,"""50-99""","""50-99""",0.882066817,0.907561,0.870615925,GSE69602,huh7,liver_cancer,Mnase
541,GSM3566411,53,0.739243309,0.890999,24,28,0.868416728,6,0.839961099,above_0.5,56,below 10,"""50-99""",0.948627269,0.882388,0.132377299,GSE125218,K562,Leukemia,RNAse I
40,GSM1371456,54,0.934148261,0.897734,26,30,0.903056395,36,1.025476159,above_1,58,"""10-49""","""50-99""",0.990014001,0.89485,0.618881521,GSE56924,U2OS,Osteosarcoma,RNAse I
130,GSM1704511,54,0.991761215,0.807132,29,37,0.868286659,54,1.116744596,above_1,56,"""50-99""","""50-99""",0.908613248,0.793813,0.873958942,GSE69602,huh7,liver_cancer,Mnase
201,GSM1712849,54,1.171023977,0.852713,27,33,0.879636413,53,1.326819869,above_1,60,"""50-99""","""50-99""",0.994441675,0.845575,0.892175011,GSE69923,MDA-MB-231,breast_cancer,RNAse I
892,GSM869047,54,0.997633299,0.871861,28,32,0.886246293,56,1.114053157,above_1,60,"""50-99""","""50-99""",0.993167513,0.866538,0.923892541,GSE96716,PC3,prostate_cancer,RNAse I
179,GSM1704584,55,1.256576799,0.908744,30,37,0.888518294,54,1.398208844,above_1,55,"""50-99""","""50-99""",0.8779424,0.90366,0.860729603,GSE69602,huh7,liver_cancer,Mnase
473,GSM3168233,55,1.147310499,0.744,31,36,0.867983797,60,1.320106669,above_1,60,"""50-99""","""50-99""",0.921470817,0.730665,0.919826531,GSE115146,HELA,Cervix_cancer,RNAse I
786,GSM4670765,55,1.033602119,0.869771,24,31,0.863417347,46,1.157282561,above_1,57,"""10-49""","""50-99""",0.933589646,0.854616,0.75664292,GSE149973,calu-3,lung_cancer,RNAse I
111,GSM1634448,56,1.012297974,0.886298,27,30,0.86558541,55,1.181741425,above_1,65.25,"""50-99""","""50-99""",0.998831856,0.880049,0.8207115,GSE66929,U2OS,Osteosarcoma,RNAse I
146,GSM1704527,56,1.369763956,0.899871,28,40,0.871148722,40,1.511753205,above_1,45,"""10-49""","""10-49""",0.709048337,0.891627,0.633512339,GSE69602,huh7,liver_cancer,Mnase
604,GSM3721670,56,0.839360379,0.647605,26,29,0.856107114,22,0.963311808,above_0.5,62,"""10-49""","""50-99""",0.969005517,0.63732,0.364875238,GSE129757,LN-308,glioma,RNAse I
618,GSM3944619,56,0.9851994,0.88815,26,31,0.892468457,45,1.092305354,above_1,61,"""10-49""","""50-99""",0.987131135,0.877067,0.713468902,GSE134380,HELA,Cervix_cancer,RNAse I
658,GSM4240632,56,1.168250691,0.823321,26,32,0.867682035,49,1.313894507,above_1,60,"""10-49""","""50-99""",0.964314212,0.822342,0.795009304,GSE142822,12T,melanoma,RNAse I
785,GSM4670764,56,1.063410148,0.881237,27,31,0.863739303,56,1.215018864,above_1,63,"""50-99""","""50-99""",0.981361215,0.863696,0.865816717,GSE149973,calu-3,lung_cancer,RNAse I
215,GSM1898012,57,1.040898409,0.890206,25,31,0.864795548,46,1.173993836,above_1,61,"""10-49""","""50-99""",0.951526353,0.883742,0.722962672,GSE73565,HELA,Cervix_cancer,RNAse I
600,GSM3721666,57,0.82139064,0.655431,24,28,0.851259788,14,0.961988415,above_0.5,64,"""10-49""","""50-99""",0.970886068,0.651783,0.240431521,GSE129757,LN-308,glioma,RNAse I
670,GSM4240644,57,1.083549806,0.827729,27,31,0.881673216,53,1.22635829,above_1,63,"""50-99""","""50-99""",0.997023718,0.823307,0.831387767,GSE142822,MD55A3,melanoma,RNAse I
855,GSM5229606,57,0.964231203,0.707229,27,37,0.860194453,53,1.135815556,above_1,58,"""50-99""","""50-99""",0.845285048,0.680668,0.780851526,GSE171640,A549,lung_cancer,RNAse I
863,GSM5291037,57,0.955512044,0.882381,27,31,0.870106791,60,1.106922878,above_1,63,"""50-99""","""50-99""",0.982785697,0.871703,0.927918584,GSE148965,HELA,Cervix_cancer,TruSeqRibo
122,GSM1704503,58,1.060059718,0.658349,30,37,0.891575794,55,1.170570746,above_1,56,"""50-99""","""50-99""",0.868418731,0.657841,0.84984737,GSE69602,huh7,liver_cancer,Mnase
230,GSM1921998,58,1.355537588,0.890582,28,33,0.882338533,59,1.524027425,above_1,65,"""50-99""","""50-99""",0.996894383,0.888046,0.925096153,GSE74512,SUM159,breast_cancer,RNAse I
323,GSM2537146,58,1.739506536,0.894913,28,33,0.897209273,60,1.92484066,above_1,64,"""50-99""","""50-99""",0.998564433,0.892774,0.938024972,GSE96643,MCF7,breast_cancer,RNAse I
534,GSM3562586,58,1.140753975,0.836197,20,30,0.86654418,28,1.267470783,above_1,47,"""10-49""","""10-49""",0.767462884,0.830257,0.472768156,GSE125086,HELA,Cervix_cancer,RNAse I
597,GSM3721663,58,0.845685099,0.604309,25,29,0.861492475,21,0.971543695,above_0.5,65,"""10-49""","""50-99""",0.982179716,0.600337,0.345726266,GSE129757,LN-308,glioma,RNAse I
506,GSM3434466,59,0.830602125,0.917287,22,28,0.863864476,12,0.939805725,above_0.5,60,"""10-49""","""50-99""",0.90470923,0.907158,0.197819083,GSE121391,U2OS,Osteosarcoma,Unknown
728,GSM4407816,59,1.129150638,0.831815,24,37,0.853060148,46,1.281592919,above_1,59,"""10-49""","""50-99""",0.866637238,0.806008,0.709063917,GSE146849,THP1,Leukemia,Unknown
100,GSM1553250,60,0.858364565,0.902416,23,30,0.858082548,36,0.963411641,above_0.5,60,"""10-49""","""50-99""",0.899569907,0.896291,0.527436976,GSE63591,HELA,Cervix_cancer,Unknown
355,GSM2724035,60,0.989688869,0.588927,21,33,0.864890269,23,1.148728938,above_1,54,"""10-49""","""50-99""",0.811696531,0.586141,0.395678957,GSE102113,HELA,Cervix_cancer,RNAse I
435,GSM3098465,60,0.812421157,0.897146,25,29,0.874464721,33,0.924600235,above_0.5,66,"""10-49""","""50-99""",0.991769481,0.888864,0.483628721,GSE113171,HELA,Cervix_cancer,TruSeqRibo
860,GSM5291034,60,1.077385389,0.88634,27,33,0.886911156,62,1.222451465,above_1,65,"""50-99""","""50-99""",0.979730347,0.880212,0.925125886,GSE148965,HELA,Cervix_cancer,TruSeqRibo
888,GSM869039,61,1.033179717,0.844522,26,30,0.858044748,38,1.179785263,above_1,67,"""10-49""","""50-99""",0.967029636,0.832417,0.544686066,GSE96716,PC3,prostate_cancer,RNAse I
226,GSM1921994,62,1.334636787,0.852874,26,32,0.867037451,57,1.506332271,above_1,67,"""50-99""","""50-99""",0.967295955,0.848369,0.823652296,GSE74511,MCF7,breast_cancer,RNAse I
374,GSM2788008,62,1.198563057,0.892331,27,31,0.878206157,59,1.348524652,above_1,69,"""50-99""","""50-99""",0.999077831,0.890456,0.84479949,GSE104033,HAP1,Leukemia,RNAse I
452,GSM3118932,62,1.166118558,0.872909,26,38,0.857989775,48,1.350637431,above_1,58,"""10-49""","""50-99""",0.784412348,0.869806,0.662783812,GSE113751,HCT116,colon_cancer,Mnase
543,GSM3566416,62,1.194660336,0.806988,27,34,0.856333289,59,1.359862502,above_1,70,"""50-99""","""50-99""",0.979175376,0.795437,0.847283333,GSE125218,HELA,Cervix_cancer,RNAse I
762,GSM4483517,62,0.849080124,0.931708,23,28,0.867068311,9,0.954897083,above_0.5,63,below 10,"""50-99""",0.904850772,0.921389,0.139759025,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
453,GSM3118933,63,1.160501972,0.874133,24,38,0.864222978,44,1.324389368,above_1,58,"""10-49""","""50-99""",0.78189545,0.870155,0.614168317,GSE113751,HCT116,colon_cancer,Mnase
474,GSM3168234,63,1.261583656,0.739854,31,36,0.88601055,67,1.41486619,above_1,67,"""50-99""","""50-99""",0.955216346,0.72407,0.951045269,GSE115146,HELA,Cervix_cancer,RNAse I
795,GSM4711304,63,0.798926112,0.953674,23,27,0.87042518,2,0.902654848,above_0.5,65,below 10,"""50-99""",0.925236605,0.945597,0.040151777,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
550,GSM3581511,64,1.277385764,0.918676,23,30,0.89005566,34,1.413040274,above_1,66,"""10-49""","""50-99""",0.934819027,0.917368,0.502449799,GSE125757,hepG2,liver_cancer,Unknown
591,GSM3720426,64,0.831792953,0.870102,20,30,0.851186747,25,0.959722885,above_0.5,59,"""10-49""","""50-99""",0.836371265,0.860618,0.360624135,GSE129702,A2780,ovarian_carcinoma,ARTseq Nuclease
698,GSM4240672,64,1.070919185,0.870949,24,30,0.867963799,43,1.198315556,above_1,66,"""10-49""","""50-99""",0.933296132,0.869092,0.60687335,GSE142822,MD55A3,melanoma,RNAse I
198,GSM1712846,65,1.470421187,0.902308,26,31,0.876807856,60,1.678976434,above_1,72,"""50-99""","""50-99""",0.992491763,0.89194,0.829209809,GSE69923,Hs578t,breast_cancer,RNAse I
862,GSM5291036,65,1.077394724,0.877159,28,32,0.877716291,69,1.22783164,above_1,71,"""50-99""","""50-99""",0.983227424,0.869485,0.939886772,GSE148965,HELA,Cervix_cancer,TruSeqRibo
657,GSM4240631,66,1.335231146,0.82062,24,32,0.860385759,56,1.498722867,above_1,68,"""50-99""","""50-99""",0.929853476,0.818623,0.759040535,GSE142822,12T,melanoma,RNAse I
772,GSM4483540,66,0.954572047,0.925653,23,28,0.878287308,16,1.071160234,above_1,68,"""10-49""","""50-99""",0.932545712,0.914103,0.236816753,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
544,GSM3566417,67,1.23859615,0.776177,26,32,0.865083656,63.25,1.407495664,above_1,75,"""50-99""","""50-99""",0.973614083,0.756475,0.832509377,GSE125218,HELA,Cervix_cancer,RNAse I
788,GSM4670767,67,1.315462724,0.870431,26,31,0.908549996,53,1.426576673,above_1,71,"""50-99""","""50-99""",0.977665161,0.859304,0.7355463,GSE149973,calu-3,lung_cancer,RNAse I
610,GSM3944611,68,1.100256057,0.890659,25,30,0.851808559,53,1.268925106,above_1,72.25,"""50-99""","""50-99""",0.943223441,0.872493,0.682752225,GSE134380,HELA,Cervix_cancer,RNAse I
798,GSM4711313,68,0.917703692,0.956285,24,29,0.857152406,17,1.043178299,above_1,71,"""10-49""","""50-99""",0.921671975,0.950147,0.234412009,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
157,GSM1704538,69,1.413538635,0.90037,27,36,0.86862085,67,1.585054372,above_1,72,"""50-99""","""50-99""",0.922912101,0.892104,0.860022072,GSE69602,huh7,liver_cancer,Mnase
438,GSM3098468,69,0.926076677,0.898712,25,29,0.903809085,38,1.017946103,above_1,75,"""10-49""","""50-99""",0.99343503,0.892925,0.487577859,GSE113171,HELA,Cervix_cancer,TruSeqRibo
864,GSM5291038,69,1.137953873,0.886218,27,31,0.914945082,68,1.246174071,above_1,73.25,"""50-99""","""50-99""",0.989881753,0.879986,0.900362362,GSE148965,HELA,Cervix_cancer,TruSeqRibo
350,GSM2714739,70,1.179051739,0.866788,21,30,0.863505215,33,1.323270873,above_1,64,"""10-49""","""50-99""",0.836221803,0.856567,0.440608414,GSE101760,A549,lung_cancer,TruSeqRibo
799,GSM4711316,70,0.988725445,0.956891,24,29,0.86546014,23,1.114589869,above_1,73,"""10-49""","""50-99""",0.928362775,0.949932,0.312680645,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
124,GSM1704505,71,1.266855524,0.78532,29,38,0.871478079,63,1.406198523,above_1,66,"""50-99""","""50-99""",0.814169079,0.779164,0.78042425,GSE69602,huh7,liver_cancer,Mnase
373,GSM2788007,72,1.363500361,0.892022,27,31,0.874303125,68,1.54005215,above_1,80,"""50-99""","""50-99""",0.99912412,0.889877,0.840196598,GSE104033,HAP1,Leukemia,RNAse I
540,GSM3566410,72,1.034045687,0.877151,22,28,0.873374633,13,1.162897303,above_1,73,"""10-49""","""50-99""",0.899837251,0.869028,0.175291272,GSE125218,K562,Leukemia,RNAse I
45,GSM1371461,73,1.209966372,0.884445,26,30,0.888756871,55,1.351951816,above_1,79,"""50-99""","""50-99""",0.98799029,0.879955,0.685793871,GSE56924,U2OS,Osteosarcoma,RNAse I
588,GSM3718426,74,1.626155806,0.942478,30,36,0.884186671,77,1.843814945,above_1,77,"""50-99""","""50-99""",0.924767984,0.939538,0.921903332,GSE129654,A549,lung_cancer,RNAse I
661,GSM4240635,74,1.320657622,0.880243,27,31,0.899646714,75,1.474879559,above_1,81,"""50-99""","""50-99""",0.996826391,0.874461,0.920633246,GSE142822,108T,melanoma,RNAse I
889,GSM869041,74,1.260892527,0.801978,25,31,0.871751654,49,1.421977382,above_1,80,"""10-49""","""50-99""",0.958725042,0.782248,0.587571366,GSE96716,PC3,prostate_cancer,RNAse I
197,GSM1712845,75,1.5049636,0.8658,26,31,0.903674884,63,1.668315977,above_1,82,"""50-99""","""50-99""",0.997369036,0.855054,0.772420042,GSE69923,MDA-MB-231,breast_cancer,RNAse I
552,GSM3582925,75,1.43621038,0.896764,26,31,0.863467882,63,1.646617199,above_1,84,"""50-99""","""50-99""",0.995483756,0.891672,0.730528586,GSE125835,WM902B,melanoma,RNAse I
662,GSM4240636,75,1.29250581,0.887749,28,31,0.877607839,79.25,1.473748458,above_1,83,"""50-99""","""50-99""",0.998625034,0.883863,0.948695784,GSE142822,108T,melanoma,RNAse I
804,GSM4751856,75,1.430196248,0.843833,27,34,0.86762897,74,1.610674185,above_1,82,"""50-99""","""50-99""",0.973743248,0.840834,0.888356081,GSE157063,HCT116,colon_cancer,RNAse I
3,GSM1184592,76,1.423418237,0.812625,25,32,0.896663867,63,1.597357787,above_1,83,"""50-99""","""50-99""",0.991945994,0.799802,0.780079722,GSE48785,MM1.S,myeloma,RNAse I
327,GSM2538904,76,1.376481585,0.895739,27,31,0.913527288,70,1.501416388,above_1,82,"""50-99""","""50-99""",0.99974807,0.894297,0.84519969,GSE96716,H1933,lung_cancer,RNAse I
602,GSM3721668,76,1.151359134,0.611671,24,29,0.870053689,25,1.326311013,above_1,83,"""10-49""","""50-99""",0.978015746,0.61183,0.336146214,GSE129757,LN-308,glioma,RNAse I
663,GSM4240637,76,1.254750318,0.839472,27,31,0.894152207,71,1.401695824,above_1,83,"""50-99""","""50-99""",0.997247084,0.834765,0.855340805,GSE142822,108T,melanoma,RNAse I
675,GSM4240649,77,1.388977233,0.839167,26,30,0.906620255,64,1.536566805,above_1,83,"""50-99""","""50-99""",0.996339842,0.833092,0.760383152,GSE142822,12T,melanoma,RNAse I
679,GSM4240653,77,1.588427457,0.882369,26,30,0.883457843,66,1.793233239,above_1,84,"""50-99""","""50-99""",0.987366805,0.880168,0.758150831,GSE142822,12T,melanoma,RNAse I
771,GSM4483538,77,1.054280659,0.927558,23,28,0.851249636,11,1.203822112,above_1,78,"""10-49""","""50-99""",0.893968693,0.917045,0.144969259,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
436,GSM3098466,78,1.028047817,0.914383,25,29,0.886410812,41,1.155690648,above_1,85,"""10-49""","""50-99""",0.993650806,0.906457,0.478670675,GSE113171,HELA,Cervix_cancer,TruSeqRibo
147,GSM1704528,80,1.553922236,0.895781,28,38,0.869024253,73,1.74856408,above_1,78,"""50-99""","""50-99""",0.854769765,0.886282,0.800905555,GSE69602,huh7,liver_cancer,Mnase
451,GSM3098505,81,1.073287283,0.901395,25,29,0.869878615,62,1.234118305,above_1,90,"""50-99""","""50-99""",0.995174813,0.893456,0.663748277,GSE113171,HELA,Cervix_cancer,TruSeqRibo
726,GSM4407814,81,1.507988579,0.84358,24,37,0.863855102,63,1.695501719,above_1,81,"""50-99""","""50-99""",0.875450227,0.822043,0.709687036,GSE146849,THP1,Leukemia,Unknown
729,GSM4407817,81,1.479274427,0.824904,23,37,0.872226171,60,1.650554853,above_1,78,"""50-99""","""50-99""",0.860394529,0.802753,0.696965852,GSE146849,THP1,Leukemia,Unknown
727,GSM4407815,83,1.532176931,0.83901,23,36,0.859790924,64,1.750978557,above_1,83,"""50-99""","""50-99""",0.875040374,0.81993,0.703999775,GSE146849,THP1,Leukemia,Unknown
